,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01
2018-12-24,,,,,,,,,,,,62.309059999999995,63.18906,63.85906,64.40906,64.70417900000001,64.975313,65.14905999999999,65.56906,65.96245,66.30906,66.60906,66.87906,67.073307,67.67905999999999,68.12906,68.52906,68.626772,68.739068,68.845839,68.945839,69.043042,69.137279,69.069737,68.969447,68.916005,68.854698,68.860268,68.88584399999999,68.948188,68.98174499999999,69.187663,69.489676,69.751959,70.037266,69.96608499999999,69.695594,69.630514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-26,,,,,,,,,,,,65.312752,66.21275200000001,66.892752,67.472752,67.767871,68.039005,68.232752,68.652752,69.036142,69.382752,69.68275200000001,69.882752,69.987639,70.672752,71.07275200000002,71.452752,71.575632,71.684543,71.807663,71.89652199999998,71.983513,72.06630899999998,72.01630899999998,71.89553599999998,71.789108,71.711275,71.67657700000002,71.675308,71.762819,71.804765,71.987804,72.25626,72.507865,72.77029300000002,72.666063,72.363033,72.330492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-27,,,,,,,,,,,,62.913757999999994,63.783758,64.633758,65.36375799999999,65.82765699999999,66.161887,66.403758,66.83375799999999,67.257148,67.623758,67.943758,68.163758,68.30800500000001,69.043758,69.513758,69.933758,70.10146999999999,70.224952,70.35866999999999,70.45585600000003,70.557181,70.663416,70.624094,70.52409399999998,70.45180400000002,70.409664,70.334698,70.256101,70.269932,70.24918000000001,70.456784,70.769475,71.052531,71.327742,71.201141,70.886925,70.854384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,,,,,,,,,,,,62.44396,63.413959999999996,64.24396,64.93396,65.367859,65.731463,66.00395999999999,66.47395999999999,66.94735,67.42396,67.79396,68.01396,67.858207,68.63396,69.13396,69.55396,69.763875,69.953707,70.212429,70.094471,70.15791999999999,70.361275,70.311275,70.211275,70.162882,70.189128,70.189665,70.144625,70.158457,70.160664,70.40174499999998,70.770873,71.096057,71.406931,71.291007,70.976791,70.944251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,,,,,,,,,,63.383556999999996,64.183557,65.033557,65.79355699999999,66.239896,66.550435,66.79355699999999,67.193557,67.606439,68.023557,68.383557,68.613557,68.758444,69.033557,69.683557,70.083557,70.282032,70.40238000000002,70.523557,70.723557,70.91964200000002,71.003557,70.95355699999998,70.803557,70.648981,70.603557,70.59349,70.56489300000001,70.676772,70.698047,70.916248,71.274698,71.599882,71.91075699999998,71.794832,71.501971,71.481633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,,,,,,,,,,,,,65.425839,66.245839,66.885839,67.202178,67.48209200000001,67.715839,68.135839,68.568721,68.985839,69.325839,69.555839,69.700726,69.955839,70.585839,71.005839,71.183551,71.324662,71.47583900000002,71.645839,71.812483,71.86583900000002,71.765839,71.565839,71.361772,71.215839,71.19604,71.19429000000002,71.258121,71.260329,71.47853,71.83698000000003,72.162164,72.473039,72.334743,72.009341,71.976801,72.115503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,,,,,,,,,,,,,67.238591,68.00859100000001,68.548591,68.858591,69.08421899999999,69.25859100000001,69.64859100000001,70.031981,70.408591,70.738591,70.938591,71.074117,71.328591,71.928591,72.308591,72.4741,72.590046,72.701135,72.823362,72.933647,72.90181899999997,72.771141,72.56152800000002,72.379103,72.293759,72.319262,72.309049,72.36120799999998,72.363416,72.558737,72.86075100000002,73.12303299999998,73.4541,73.381902,73.100226,73.079889,73.218591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,,,,,,,,,,,,,68.48087199999999,69.240872,69.810872,70.140872,70.355874,70.530872,70.890872,71.244771,71.580872,71.87087199999998,72.070872,72.186398,72.390872,72.910872,73.210872,73.340109,73.426743,73.53477099999998,73.660872,73.778635,73.750872,73.58943199999999,73.323707,73.052824,72.857046,72.82718100000002,72.803545,72.830536,72.82435500000003,72.996796,73.242373,73.483301,73.791488,73.73098399999998,73.481848,73.518456,73.65604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,,,,,,,,,,,,,69.336913,69.786913,70.426913,70.656913,70.82129,70.926913,71.306913,71.680812,72.016913,72.306913,72.506913,72.622439,72.806913,73.356913,73.656913,73.789116,73.891337,73.963014,74.036913,74.115235,74.066913,73.905473,73.640134,73.377084,73.19839,73.153423,73.160134,73.260806,73.271403,73.420964,73.65586400000002,73.855245,74.069225,73.954318,73.693997,73.730604,73.844698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,,,,,,,,,,,,,71.081879,71.57187900000002,72.311879,72.581879,72.745631,72.861879,73.21187900000002,73.576286,73.911879,74.171879,74.351879,74.467405,74.631879,75.18187900000002,75.46187900000002,75.568914,75.67393100000002,75.741202,75.76175699999997,75.80398199999998,75.75331899999998,75.570098,75.265049,74.967047,74.770201,74.695033,74.644552,74.671543,74.665362,74.814924,75.026943,75.215647,75.360988,75.214049,74.953728,74.990335,75.10442900000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,,,,,,,,,,,,,73.36375799999998,73.803758,74.53375799999998,74.823758,75.006259,75.14375799999998,75.463758,75.798165,76.123758,76.383758,76.573758,76.69928399999998,76.933758,77.433758,77.653758,77.735283,77.788451,77.82765699999999,77.820414,77.790201,77.678761,77.473422,77.183809,76.89859,76.69,76.57959699999998,76.530866,76.56953,76.563348,76.71291,76.924929,77.09286,77.248297,77.089664,76.796803,76.798836,76.90174499999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,,,,,,,,,,,,,74.191812,74.671812,75.421812,75.741812,75.933063,76.071812,76.371812,76.656728,76.931812,77.171812,77.371812,77.517338,77.671812,78.15181199999998,78.331812,78.3341,78.31532800000002,78.284356,78.228255,78.137628,78.011476,77.792916,77.498255,77.219101,77.014832,76.964832,76.978255,77.003423,76.96589200000003,77.059097,77.22688199999997,77.363362,77.506016,77.325011,76.978255,76.978255,77.068859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11,,,,,,,,,,,,,72.775973,73.295973,74.075973,74.405973,74.586598,74.735973,74.985973,75.260889,75.535973,75.795973,76.015973,76.212138,76.395973,76.865973,77.045973,76.98682099999998,76.923896,76.869194,76.82086600000002,76.738904,76.64241,76.425967,76.178191,75.924604,75.77906,75.724027,75.67354499999998,75.625033,75.524804,75.619695,75.821037,75.968194,76.110848,75.952215,75.637999,75.650201,75.74080500000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,,,,,,,,,,,,,71.437248,71.95724799999998,72.727248,73.019689,73.197248,73.277248,73.467248,73.692164,73.987248,74.28724799999998,74.547248,74.752774,74.95724799999998,75.45724799999998,75.657248,75.643264,75.567542,75.507248,75.437248,75.32780699999998,75.208688,74.962587,74.67724799999998,74.384283,74.22221400000002,74.17724799999998,74.133478,74.08496600000002,73.984737,74.056748,74.224533,74.361013,74.50366700000002,74.345033,74.009463,74.009463,74.10006700000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15,,,,,,,,,,,,,72.343289,72.863289,73.673289,73.96450899999998,74.133914,74.173289,74.413289,74.697696,75.013289,75.323289,75.593289,75.788815,76.043289,76.563289,76.763289,76.743374,76.670615,76.630409,76.554838,76.450291,76.32973199999998,76.141172,75.886124,75.627698,75.483222,75.42315500000002,75.344077,75.283893,75.30788299999998,75.299909,75.43413699999998,75.559939,75.70259300000002,75.58870300000002,75.296858,75.309061,75.399665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,,,,,,,,,,,,,73.337785,74.047785,74.797785,75.080226,75.23841,75.297785,75.567785,75.822701,76.117785,76.397785,76.637785,76.79395,76.96778499999998,77.447785,77.627785,77.620836,77.551301,77.490329,77.41422800000002,77.325414,77.21100600000003,76.999567,76.754615,76.498041,76.347718,76.287651,76.208573,76.148389,76.11704,76.197962,76.33219,76.457993,76.623526,76.520313,76.228468,76.263042,76.388322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-17,,,,,,,,,,,,,72.77443000000002,73.56443,74.25443,74.53565,74.735681,74.84443,75.14443,75.389854,75.69443000000003,75.92443,76.17443,76.370595,76.75443,77.06443,77.26443,77.16748100000002,77.060906,77.011886,76.946315,76.922394,76.866547,76.64976899999998,76.414817,76.119175,75.901208,75.84114100000002,75.79066,75.742148,75.710799,75.791721,75.925949,76.05175200000002,76.194406,76.058144,75.755113,75.789687,75.914967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-18,,,,,,,,,,,,,73.915369,74.655369,75.365369,75.62781,75.81662,75.92536899999998,76.20536899999998,76.450793,76.73536899999998,76.975369,77.17536899999998,77.372173,77.70536899999998,77.98536899999998,78.165369,78.082148,78.00099499999997,77.942483,77.884155,77.839821,77.767822,77.552483,77.323257,76.980195,76.792684,76.702416,76.596492,76.485973,76.391925,76.428774,76.552324,76.657354,76.764344,76.662148,76.381489,76.393691,76.507785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-21,,,,,,,,,,,,,74.059597,74.789597,75.499597,75.753258,75.930222,76.029597,76.289597,76.524513,76.79959699999998,77.029597,77.229597,77.426401,77.759597,78.009597,78.169597,78.07341,77.954299,77.879597,77.809597,77.76015600000002,77.699597,77.489597,77.239597,76.917055,76.699597,76.619396,76.511721,76.38953000000002,76.29548199999998,76.33233,76.433002,76.527354,76.634344,76.532147,76.251488,76.26369100000002,76.377785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22,,,,,,,,,,,,,73.28134200000002,74.101342,74.821342,75.093783,75.303218,75.431342,75.741342,76.016258,76.331342,76.591342,76.81134200000002,77.018146,77.401342,77.661342,77.821342,77.73219,77.608079,77.517108,77.439334,77.37360100000002,77.29601,77.099231,76.86427900000002,76.568637,76.36241600000002,76.30738199999998,76.235016,76.149664,76.086966,76.111531,76.201525,76.295877,76.402867,76.300671,76.041366,76.065772,76.179866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,,,,,,,,,,,,,72.997987,73.597987,74.427987,74.75920699999998,74.980488,75.087987,75.397987,75.682903,76.007987,76.277987,76.517987,76.714791,77.117987,77.377987,77.537987,77.474766,77.358281,77.26731,77.189536,77.11261800000003,77.063753,76.88299,76.637651,76.33612600000002,76.152886,76.097853,76.018775,75.933423,75.89368499999998,75.951727,76.052398,76.125977,76.22018299999998,76.095616,75.825126,75.849531,75.963625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,,,,,,,,,,,,,72.72953000000003,73.37953,74.20953,74.60831,74.87328199999997,74.98953,75.32953,75.654446,75.98953,76.24953000000002,76.46953,76.66633399999998,77.04953,77.29953,77.44953000000002,77.386309,77.246864,77.145296,77.080866,77.036532,76.987413,76.801312,76.545586,76.226229,76.037651,76.002752,75.937096,75.80140899999998,75.698972,75.73581999999998,75.813612,75.876513,75.97072,75.846152,75.597016,75.633624,75.747718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,,,,,,,,,,,,,73.165772,73.815772,74.515772,74.924552,75.198898,75.30577199999998,75.635772,75.930688,76.255772,76.505772,76.705772,76.862576,77.245772,77.485772,77.605772,77.529585,77.431659,77.331873,77.267444,77.21255,77.14255,76.98543000000002,76.74610799999998,76.444582,76.226108,76.14590600000002,76.082002,76.00832199999998,75.922663,75.959512,76.014424,76.045874,76.104417,75.94680100000002,75.70783399999998,75.756644,75.870738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-28,,,,,,,,,,,,,71.185906,71.905906,72.595906,72.974686,73.249032,73.375906,73.775906,74.070313,74.355906,74.625906,74.855906,74.99271,75.345906,75.665906,75.89590600000002,75.968194,76.001785,76.05590600000002,75.995906,75.94653199999998,75.924124,75.952343,75.99340699999998,76.029205,76.041812,76.056913,76.035028,75.998188,75.96683900000002,76.07064100000002,76.192666,76.245471,76.304015,76.16877,75.940988,75.989799,76.103893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-29,,,,,,,,,,,,,73.534899,74.254899,74.924899,75.256119,75.506775,75.614899,75.994899,76.279306,76.564899,76.814899,77.044899,77.161703,77.484899,77.714899,77.884899,77.895747,77.874597,77.865576,77.780006,77.695458,77.626339,77.54311700000002,77.40768299999998,77.231934,77.046376,76.961208,76.8759,76.763892,76.701194,76.771519,76.882867,76.935672,76.99421600000002,76.858971,76.63119,76.68,76.794094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-30,,,,,,,,,,,,,73.769799,74.489799,75.15979899999998,75.47224,75.690424,75.779799,76.129799,76.384715,76.649799,76.899799,77.109799,77.225964,77.599799,77.829799,77.979799,77.970647,77.91949699999998,77.879799,77.776455,77.677987,77.583021,77.433021,77.233021,76.990564,76.78100699999997,76.685772,76.578579,76.480068,76.425758,76.47320400000002,76.550995,76.59312299999998,76.628786,76.482864,76.233728,76.270336,76.38443000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31,,,,,,,,,,,,,72.86,73.58375799999997,74.343758,74.696199,74.914383,75.013758,75.353758,75.608674,75.86375799999998,76.103758,76.303758,76.421201,76.793758,77.023758,77.17375799999998,77.189774,77.147012,77.117992,77.044094,76.944653,76.844094,76.69409399999998,76.483707,76.233841,76.048792,75.983758,75.889988,75.741141,75.62413199999997,75.627504,75.694618,75.75752,75.828846,75.648859,75.355997,75.33566,75.403892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,,,,,,,,,,,,,,75.228054,75.988054,76.339274,76.55993000000002,76.678054,77.018054,77.28296999999998,77.558054,77.778054,77.928054,78.045497,78.398054,78.60805400000002,78.728054,78.708902,78.624791,78.574497,78.494497,78.406242,78.311275,78.172715,77.978054,77.735089,77.526041,77.370403,77.244827,77.132819,77.04715999999998,77.084009,77.18468,77.258259,77.329585,77.17196899999998,76.911648,76.903513,76.971745,77.003624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-04,,,,,,,,,,,,,,75.023915,75.741118,76.087254,76.256167,76.326879,76.638319,76.885959,77.176091,77.434155,77.620447,77.753096,78.13146400000002,78.35513399999998,78.510616,78.548834,78.496073,78.456375,78.376375,78.28811999999998,78.193154,78.054594,77.880706,77.628153,77.40791899999998,77.302617,77.188713,77.065033,76.97937399999998,76.99334300000002,77.060457,77.123359,77.171806,77.003512,76.74319100000002,76.735056,76.803288,76.835167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05,,,,,,,,,,,,,,74.61119599999998,75.360805,75.718126,75.91100899999998,75.99130799999998,76.302748,76.550388,76.840521,77.098584,77.307248,77.491351,77.896565,78.14204699999998,78.309274,78.347492,78.294731,78.255033,78.175033,78.10859,78.025369,77.886809,77.712921,77.50511,77.307248,77.181812,77.0326,76.897248,76.834549,76.836235,76.869792,76.90124300000002,76.93690600000002,76.768613,76.508291,76.433042,76.467718,76.499597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06,,,,,,,,,,,,,,75.295168,75.995168,76.316388,76.49641899999997,76.595168,76.925168,77.180084,77.47516800000002,77.75516800000003,77.965168,78.101333,78.47516800000002,78.72516800000002,78.875168,78.88821899999998,78.809273,78.74771199999998,78.669939,78.595392,78.52627199999998,78.383051,78.168003,77.930594,77.726376,77.58080600000002,77.44005600000001,77.291208,77.1742,77.177572,77.221806,77.27403000000002,77.34535699999998,77.187741,76.927419,76.829799,76.829799,76.829799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07,,,,,,,,,,,,,,74.691141,75.271141,75.624802,75.782392,75.87114100000002,76.181141,76.416057,76.681141,76.951141,77.15114100000002,77.287306,77.641141,77.881141,78.01114100000002,78.00715699999998,77.932024,77.88181800000002,77.827919,77.757293,77.648261,77.489024,77.284362,77.04241400000002,76.832349,76.696846,76.56280699999998,76.41396,76.342872,76.34455799999998,76.37811500000002,76.409565,76.445229,76.321678,76.126437,76.07559300000001,76.110268,76.14214799999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,,,,,,,,,,,,,,75.174497,75.704497,75.969378,76.106373,76.174497,76.474497,76.729413,76.994497,77.224497,77.40449699999998,77.521301,77.87449699999998,78.114497,78.244497,78.240513,78.16538,78.115174,78.061276,78.001835,77.899836,77.694497,77.45488399999998,77.199327,76.959262,76.823759,76.68972,76.540873,76.446825,76.437914,76.471471,76.482148,76.482148,76.34792,76.152679,76.146578,76.18013499999998,76.18013499999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-11,,,,,,,,,,,,,,74.67738299999998,75.207383,75.462264,75.579259,75.667383,75.987383,76.252299,76.517383,76.75738299999998,76.957383,77.084187,77.377383,77.61738299999998,77.747383,77.743399,77.691226,77.630263,77.564161,77.493535,77.408823,77.225601,76.991327,76.769581,76.546041,76.410537,76.276499,76.152819,76.090121,76.068927,76.091806,76.10248399999998,76.10248399999998,75.990627,75.806572,75.755728,75.790403,75.80046999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,,,,,,,,,,,,,,75.282081,75.96208100000003,76.215742,76.26333199999998,76.242081,76.532081,76.836997,77.082081,77.32208100000003,77.522081,77.618246,78.022081,78.252081,78.37208100000002,78.33292900000002,78.261778,78.212758,78.160531,78.085571,77.94598,77.725302,77.475302,77.236234,77.006846,76.87134300000002,76.73730400000002,76.542697,76.527966,76.54651,76.54651,76.54651,76.54651,76.389911,76.16213,76.099083,76.11026899999997,76.11026899999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-13,,,,,,,,,,,,,,76.705034,77.405034,77.588695,77.585034,77.515034,77.77503399999998,78.070458,78.27503399999998,78.475034,78.645034,78.701838,79.065034,79.27503399999998,79.375034,79.316645,79.191771,79.091477,79.003149,78.909374,78.788255,78.556815,78.27109,77.983767,77.789665,77.704497,77.568708,77.362429,77.370069,77.399799,77.376919,77.345469,77.286925,77.131343,76.893393,76.840515,76.862886,76.862886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-14,,,,,,,,,,,,,,78.19443000000003,78.81443,78.949311,78.90443,78.79443,79.01443,79.29985400000002,79.49443000000002,79.68443,79.82443,79.851873,80.10443000000002,80.20443,80.26443,80.231971,80.114136,80.003753,79.909323,79.80492199999998,79.677652,79.457652,79.187652,78.9296,78.746175,78.671074,78.651421,78.52409399999998,78.532925,78.58053100000002,78.59120899999998,78.549662,78.455455,78.244452,77.984131,77.90888199999998,77.920068,77.898256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-15,,,,,,,,,,,,,,80.180738,80.760738,80.895619,80.860738,80.750738,80.960738,81.23666999999998,81.420738,81.580738,81.680738,81.69882,81.980738,82.060738,82.110738,82.007944,81.875701,81.756504,81.642074,81.507047,81.332184,81.055406,80.730067,80.411084,80.156577,80.08651,80.014625,79.827114,79.77045,79.768389,79.768389,79.726842,79.586876,79.33214699999998,79.039286,78.95183399999998,78.96302,78.96302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-18,,,,,,,,,,,,,,80.10006700000002,80.660067,80.842508,80.829442,80.74006700000002,80.99006700000002,81.305491,81.520067,81.700067,81.85006700000002,81.888149,82.190067,82.270067,82.32006700000002,82.256168,82.12418000000002,82.010067,81.890067,81.772304,81.620067,81.360067,81.04006700000002,80.72108399999998,80.49006700000002,80.43006700000002,80.358182,80.145503,80.08045,80.078389,80.078389,80.03684200000002,79.896876,79.664519,79.38284300000002,79.29539100000002,79.306577,79.306577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-19,,,,,,,,,,,,,,79.435369,80.055369,80.256589,80.23599399999998,80.215369,80.45536899999998,80.75028499999998,81.00536899999999,81.25536899999999,81.45536899999998,81.53281199999998,81.775369,81.885369,81.935369,81.91291,81.83803499999998,81.748926,81.660598,81.55738199999998,81.40426500000002,81.128926,80.830086,80.508839,80.260738,80.17557,80.090262,79.877584,79.81253000000002,79.83335,79.821147,79.768923,79.628957,79.418971,79.16983499999998,79.09458599999998,79.105772,79.08396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-20,,,,,,,,,,,,,,80.728523,81.128523,81.222184,81.177898,81.098523,81.27852299999998,81.553439,81.798523,82.038523,82.238523,82.336605,82.558523,82.618523,82.648523,82.626064,82.540003,82.434624,82.308523,82.180201,82.038523,81.781403,81.46285300000002,81.115214,80.855369,80.835637,80.775424,80.551073,80.46306,80.473282,80.483959,80.463186,80.267364,79.980603,79.687742,79.60029,79.611476,79.589664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-21,,,,,,,,,,,,,,81.613221,81.88322099999998,81.919322,81.81197,81.71322099999998,81.863221,82.078137,82.303221,82.533221,82.723221,82.81130300000002,82.983221,83.053221,83.033221,82.98855999999998,82.91614799999998,82.815765,82.661336,82.47630799999997,82.272885,81.95144599999998,81.636494,81.312462,81.052617,80.972483,80.861059,80.605704,80.497527,80.479865,80.479865,80.459092,80.28615,80.05480899999998,79.784319,79.69686800000002,79.708053,79.68624100000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,,,,,,,,,,,,,,81.686779,81.956779,81.874101,81.694903,81.53677900000002,81.666779,81.891695,82.126779,82.326779,82.53677900000002,82.624861,82.78677900000002,82.846779,82.816779,82.749152,82.695888,82.606102,82.416657,82.22749499999998,82.02966500000002,81.731105,81.416443,81.09746,80.878188,80.823222,80.707567,80.42120899999998,80.203971,80.11309399999998,80.102417,80.081643,79.90870100000002,79.63261800000002,79.361111,79.26349,79.240001,79.20812099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-25,,,,,,,,,,,,,,79.472013,79.772013,79.660555,79.500137,79.332013,79.482013,79.71692900000002,79.952013,80.192013,80.412013,80.53009499999997,80.712013,80.782013,80.802013,80.773624,80.74171,80.681336,80.533562,80.368948,80.203117,79.919896,79.635621,79.353961,79.140537,79.095637,79.008579,78.784228,78.561397,78.482214,78.459334,78.42788399999998,78.300701,78.090715,77.84158000000002,77.76633100000002,77.754026,77.72214699999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-26,,,,,,,,,,,,,,80.532282,80.812282,80.634485,80.419781,80.232282,80.342282,80.557198,80.792282,81.02228199999998,81.232282,81.370364,81.572282,81.652282,81.672282,81.63982299999998,81.573762,81.499738,81.36918299999998,81.199262,80.985839,80.69727900000002,80.39223100000002,80.097787,79.88436300000002,79.859597,79.785962,79.511275,79.248706,79.18180600000002,79.192483,79.150937,79.01097,78.778613,78.496937,78.431857,78.407248,78.34349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-27,,,,,,,,,,,,,,81.606107,81.886107,81.66953000000002,81.412981,81.196107,81.306107,81.521023,81.756107,81.98610699999998,82.18610699999998,82.294189,82.476107,82.526107,82.51610699999998,82.45848000000002,82.35225600000003,82.241873,82.08744300000002,81.923601,81.727211,81.45543,81.166107,80.855684,80.619328,80.569396,80.460452,80.153502,79.877967,79.81106700000002,79.82174499999998,79.759424,79.606674,79.329574,79.004173,78.92689,78.902281,78.816711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,,,,,,,,,,,,,,80.953221,81.803221,81.620305,81.348844,81.183221,81.27322099999998,81.448645,81.653221,81.903221,82.07322099999998,82.221303,82.343221,82.403221,82.363221,82.355594,82.29233,82.222544,81.968114,81.734899,81.483221,81.236101,80.956778,80.668726,80.363557,80.133557,79.96413100000002,79.633837,79.364231,79.279536,79.223099,79.139424,79.00955400000002,78.743131,78.396375,78.30689,78.28228100000003,78.196711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,,,,,,,,,,,,,,,80.413826,80.318469,80.119449,79.943826,80.043826,80.22874200000003,80.433826,80.693826,80.883826,81.031908,81.163826,81.273826,81.303826,81.328402,81.25734200000002,81.17636999999998,80.941941,80.716913,80.47349,80.200611,79.919933,79.586122,79.236108,79.006108,78.909049,78.613771,78.344165,78.21370999999998,78.135919,78.07301700000002,77.955931,77.71188000000002,77.397664,77.32038100000003,77.295772,77.210202,77.104935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-04,,,,,,,,,,,,,,,81.05140899999998,81.016052,80.847657,80.711409,80.80140899999998,80.986325,81.201409,81.471409,81.651409,81.789491,81.91140899999998,82.02140899999998,82.05140899999998,82.06302,81.978146,81.897175,81.67274599999998,81.49071500000002,81.27606999999998,81.065729,80.822131,80.529032,80.206778,79.96167700000002,79.818368,79.480414,79.325462,79.27940799999998,79.235173,79.182949,79.08874300000002,78.83299699999998,78.50759599999998,78.430313,78.405704,78.320134,78.214867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-05,,,,,,,,,,,,,,,81.098523,81.14194599999998,81.00477099999998,80.88852299999998,81.018523,81.22293,81.438523,81.698523,81.878523,82.037245,82.148523,82.228523,82.228523,82.26530100000002,82.23177700000002,82.151403,81.926974,81.734317,81.51352,81.291738,81.04280200000002,80.760634,80.455973,80.205838,80.044875,79.701086,79.546133,79.477199,79.399408,79.336506,79.2423,78.986554,78.639798,78.550313,78.525704,78.440134,78.334867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
